ITEM_20150317_000001	無_helmet
ITEM_20150317_000483	使用這把弓就可以對付野獸。
ITEM_20150317_000484	伊斯巴利堤弩
ITEM_20150317_000485	曾經是歷史上最有名的名弓利迪亞夏班，就算獵殺魔族也沒有半點猶豫，但是因為夏班史達沒有有將此弓的製造書對外公開，所以很難獲得。
ITEM_20150317_000486	死亡之弩
ITEM_20150317_000487	艾保尼風被皮歐那伊艾巴追蹤，棄武器逃跑後，此武器的製作書被流傳，但是有很多不懂事的人相信這武器，於是很多人撲上怪物因此而喪命。
ITEM_20150317_000488	無_weapon_Mace
ITEM_20150317_000489	劣質木槌
ITEM_20150317_000490	單手鈍器[打擊]
ITEM_20150317_000491	誰都可以使用的簡易武器。
ITEM_20150317_000492	木槌
ITEM_20150317_000493	即使是平凡的木頭，只要祭司拿在手上，就有可能變成聖物。
ITEM_20150317_000494	鄧凱爾鐵槌
ITEM_20150317_000495	如果要代行女神的懲戒，這種程度的裝備是必須的。
ITEM_20150317_000496	低階鈍器
ITEM_20150317_000497	必須持有此程度的武器才可以算是脫離見習祭司的證據。
ITEM_20150317_000498	晨星錘
ITEM_20150317_000499	祭司們又稱呼此武器為悔改的鐵錘。
ITEM_20150317_000500	大頭錘
ITEM_20150317_000501	老練的祭司們會利用尾端的裝飾等各種方式來進行攻擊。
ITEM_20150317_000502	早安棍
ITEM_20150317_000503	如果見到操弄此武器的祭司，就不會說出祭司不熟武器這種話了。
ITEM_20150317_000504	戰撬
ITEM_20150317_000505	鈍器很難穿透防具嗎？但也有例外的。
ITEM_20150317_000506	巨槌
ITEM_20150317_000507	只有不停鍛練肉體的人才可以承受此武器的重量。
ITEM_20150317_000508	戰鬥鐵錘
ITEM_20150317_000509	怪物出現之後，鈍器的外型也開始有很多變化。
ITEM_20150317_000510	劣質早安棍
ITEM_20150317_000511	劣質戰撬
ITEM_20150317_000512	士兵棒槌
ITEM_20150317_000513	雖然是隨軍牧師的正式兵器，但是真正隨軍的牧師並不太使用它。
ITEM_20150317_000514	村長鐵槌
ITEM_20150317_000515	不算武器，有當工具使用的痕跡。
ITEM_20150317_000516	劣質鈍器
ITEM_20150317_000517	騎兵鐵錘
ITEM_20150317_000518	本來只是打算將幾種鈍器合在一起製成一種重兵器而已。
ITEM_20150317_000519	沉重木槌
ITEM_20150317_000520	鐵槌
ITEM_20150317_000521	沉重鐵槌
ITEM_20150317_000522	鈍器
ITEM_20150317_000523	沉重晨星錘
ITEM_20150317_000524	沉重巨槌
ITEM_20150317_000525	沉重早安棍
ITEM_20150317_000526	鄧凱爾巨槌
ITEM_20150317_000527	鄧凱爾戰鬥鐵錘
ITEM_20150317_000528	鄧凱爾鈍器
ITEM_20150317_000529	鄧凱爾晨星錘
ITEM_20150317_000530	鄧凱爾早安棍
ITEM_20150317_000531	戰鬥巨槌
ITEM_20150317_000532	佩迪米安棒槌
ITEM_20150317_000533	符文鈍器
ITEM_20150317_000534	尖錐棒槌
ITEM_20150317_000535	斯堤魯斯鐵錘
ITEM_20150317_000536	戰錘
ITEM_20150317_000537	巨錘
ITEM_20150317_000538	5號鐵錘
ITEM_20150317_000539	如果你覺得這鈍器的名稱好像在哪裡看過，就只是感覺而已啦！此鈍器是以純數學性設計為基礎製作的。
ITEM_20150317_000540	尖錐鈍器
ITEM_20150317_000541	單手鈍器[刺擊]
ITEM_20150317_000542	鈍器會造成打擊傷害，但是什麼事都有例外。
ITEM_20150317_000543	盾牌破壞者
ITEM_20150317_000544	打擊的最終目的就是要粉碎敵人的防具和盾牌，試試看吧！
ITEM_20150317_000545	骷髏粉碎者
ITEM_20150317_000546	就算是牧師也有大開殺戒的一天，在手持這把武器的牧師面前必須更加謙遜。
ITEM_20150317_000547	凱米尼斯槌子
ITEM_20150317_000548	聽說在以鍊金術製作的武器之中是最不結實的。竟然是這麼不結實的鎚子…
ITEM_20150317_000549	瑪厄洛斯槌
ITEM_20150317_000550	王國建國初期所使用的鈍器。現在很難取得。
ITEM_20150317_000551	巴爾塔斯晨星錘
ITEM_20150317_000552	牧師們如果要對付魔族此鈍器算是基本武器。
ITEM_20150317_000553	印帕勒尼鈍器
ITEM_20150317_000554	之前限定寬恕者們可以低價取得，但是植物災難之後這種情景已經不見了。
ITEM_20150317_000555	喪庫斯巨槌
ITEM_20150317_000556	第一個研制此武器的人是武僧們，現在各種牧師都使用它。
ITEM_20150317_000557	次等鐵錘
ITEM_20150317_000558	只要經過適當的加工，可以當作工具也可以當作武器，在礦山深處只要有此裝備，其它武器和道具都不用帶了。
ITEM_20150317_000559	阿拉斯鐵槌
ITEM_20150317_000560	賦加簡單魔法的武器，祭司或魔法師、鍊金術士、甚至是老練的鐵匠都可能製作出來。
ITEM_20150317_000561	史密斯鈍器
ITEM_20150317_000562	此武器的威力和使用者的能力或信仰心無關。
ITEM_20150317_000563	葛拉比斯鈍器
ITEM_20150317_000564	不要因為歷史上沒有偉人使用過此武器就感到失望，你可能就是那第一位偉人。
ITEM_20150317_000565	迪奧鈍器
ITEM_20150317_000566	特雷希鈍器
ITEM_20150317_000567	塞茲塔斯鈍器
ITEM_20150317_000568	德拉特鈍器
ITEM_20150317_000569	亞斯頓鈍器
ITEM_20150317_000570	戴維鈍器
ITEM_20150317_000571	初始鈍器
ITEM_20150317_000572	上帝重擊棒
ITEM_20150317_000573	因為覺得祭司們對於神聖力量都很有自信，所以在很奇怪的地方發現這個真正的武器製造書。
ITEM_20150317_000574	卡魯鐵錘
ITEM_20150317_000575	植物災難之後因為新怪物的出現而開啟了製作新武器的可能性，算是不幸中的大幸。
ITEM_20150317_000576	德雷克尾翼棒
ITEM_20150317_000577	傳說此武器的獨創者是比王國建國前還要早之前的那個時代的人，製造秘法流傳至今真的是一件很厲害的事。
ITEM_20150317_000578	皇家鈍器
ITEM_20150317_000579	原來只有獲得王室認可的祭司才可以製造和攜帶的裝備，但是在植物災難之後這種限制變得有名無實了。
ITEM_20150317_000580	布貝晨星錘
ITEM_20150317_000581	- 攻擊時，以 3%機率對敵人造成 3秒的昏厥。
ITEM_20150317_000582	偶而布貝們也會帶著不錯的武器在身上。
ITEM_20150317_000583	死亡魔女棒槌
ITEM_20150317_000584	對成為死亡魔女死亡材料的原主人最後的默哀。
ITEM_20150317_000585	死靈查普利鈍器
ITEM_20150317_000586	不論是何種變異怪物，都可以見識到此武器明顯的效果。
ITEM_20150317_000587	斷頭錘
ITEM_20150317_000588	某些祭司不是用傳道的方式，而是用其它方式讓對方發愣。
ITEM_20150317_000589	瓦利亞錘
ITEM_20150317_000590	在製造過程中沉浸在女神的神聖力量當中，高階魔族們光是看到都覺得忌諱。
ITEM_20150317_000591	青旗魚棒
ITEM_20150317_000592	實現嚴格的訓戒。
ITEM_20150317_000593	木盾
ITEM_20150317_000594	雖然是木材製作的，但是裝備該具備的要素都有。
ITEM_20150317_000595	木頭圓盾
ITEM_20150317_000596	令人意外的在圓盾周圍加上鐵來強化盾牌的工法歷史很短，史學家們說建國戰爭時期第一次出現這種盾牌。
ITEM_20150317_000597	木頭鳶型盾
ITEM_20150317_000598	輕裝步兵大師在危急狀況下緊急製造出來的盾牌型態，之後經過修整，製造出各種不同的新用途。
ITEM_20150317_000599	鳶型盾牌
ITEM_20150317_000600	騎兵隊開始採用金屬材質的鳶型盾牌，因為比起重量，劍士們反而比較追求的是堅固性，所以此類型盾牌更加發展。
ITEM_20150317_000601	圓型盾牌
ITEM_20150317_000602	隨著戰鬥技術的發展，盾牌的重量漸漸成為次要的考慮事項，受到這種流行的影響使得這類型的盾牌登場。
ITEM_20150317_000603	鋼鐵鳶型盾牌
ITEM_20150317_000604	因為出現了前所未見的強悍怪物，所以用更堅固的材料去製造鳶型盾牌的必要性增大，所以出現了這樣的裝備。
ITEM_20150317_000605	鋼鐵圓盾
ITEM_20150317_000606	因為重量輕而多樣化的活用性，加上材質堅固耐用，是很多人會選擇的裝備。
ITEM_20150317_000607	傭兵盾牌
ITEM_20150317_000608	因為對強悍的打擊展現很高的防禦力，很意外地連貴族或是騎兵們也都常使用。
ITEM_20150317_000609	劣質木頭圓盾
ITEM_20150317_000610	用少少的材料製作出盾牌效果的小型盾牌，有總比沒有好。
ITEM_20150317_000611	劣質木頭鳶型盾
ITEM_20150317_000612	傳說最初研制這類型盾牌的人是第一代輕裝步兵大師。
ITEM_20150317_000613	鄧凱爾木盾
ITEM_20150317_000614	鄧凱爾木頭圓盾
ITEM_20150317_000615	扇型盾牌
ITEM_20150317_000616	輕型盾牌
ITEM_20150317_000617	佩迪米安盾牌
ITEM_20150317_000618	卡爾坎圓盾
ITEM_20150317_000619	髑髏地盾牌
ITEM_20150317_000620	騎士盾牌
ITEM_20150317_000621	高塔盾牌
ITEM_20150317_000622	黑色木盾
ITEM_20150317_000623	透過魔法提高盾牌配戴者的扺抗力的各種嚐試中最先成功的就是這個盾牌製作法。
ITEM_20150317_000624	奧克盾牌
ITEM_20150317_000625	聽說此盾牌是吸取樹木裡的魔法屬性製作而成的。
ITEM_20150317_000626	野蠻盾牌
ITEM_20150317_000627	聽說比起加比婭女神的祝福，利用鍊金術的製造方式可以賦予魔法力。
ITEM_20150317_000628	查利亞鳶型盾牌
ITEM_20150317_000629	聽說過去內戰期間為了製作此水準的盾牌加了很多材料，和現在相比製作法已經變得簡單多了。
ITEM_20150317_000630	沉重鳶型盾牌
ITEM_20150317_000631	堅固的防護效果不讓配戴者陷入意外的危險中。
ITEM_20150317_000632	念珠盾牌
ITEM_20150317_000633	具有卓越電擊系列防禦力。
ITEM_20150317_000634	圓形護盾
ITEM_20150317_000635	根據配戴者的說法，長時間配戴可以感受到盾牌的溫度。
ITEM_20150317_000636	魯達斯盾牌
ITEM_20150317_000637	流傳此盾牌具有提高配戴者生命力的魔法性效能。
ITEM_20150317_000638	米諾牛頭怪盾牌
ITEM_20150317_000639	無法知道怪物是透過何種途徑取得此盾牌的。
ITEM_20150317_000640	迪奧盾牌
ITEM_20150317_000641	特雷希盾牌
ITEM_20150317_000642	塞茲塔斯盾牌
ITEM_20150317_000643	德拉特盾牌
ITEM_20150317_000644	亞斯頓盾牌
ITEM_20150317_000645	戴維盾牌
ITEM_20150317_000646	初始盾牌
ITEM_20150317_000647	城牆護盾
ITEM_20150317_000648	武器的重量會限制使用者的行動，但卻具備可以補償這個缺點的防禦力和性能。
ITEM_20150317_000649	堡壘盾牌
ITEM_20150317_000650	性能很優秀，想要特別裝飾或是外觀的人們很愛用。
ITEM_20150317_000651	甲蟲盾
ITEM_20150317_000652	此盾牌的製作法被流傳是最近的事，如果植物災難結束，也許就無法再製作了。
ITEM_20150317_000653	流星盾
ITEM_20150317_000654	- 被攻擊時，以1%的機率每隔1秒5秒內恢復HP 200。
ITEM_20150317_000655	賢者牆盾
ITEM_20150317_000656	在梅伊班隱居於大教堂之前，他活躍於世上的那個時候，有使用這種型態盾牌的記錄。
ITEM_20150317_000657	艾亞斯盾
ITEM_20150317_000658	傳說露克立斯從魔王手中奪到此盾牌製作法之後，親自製作並使用。
ITEM_20150317_000659	皇家盾牌
ITEM_20150317_000660	對戰鬥有幫助的裝備，點擊右鍵即可裝備。
ITEM_20150317_000661	帝王盾牌
ITEM_20150317_000662	測試盾牌
ITEM_20150317_000663	微動骨頭傭兵盾牌
ITEM_20150317_000664	微動骨頭盾牌
ITEM_20150317_000665	微動骨頭盾牌2
ITEM_20150317_000666	短矛
ITEM_20150317_000667	單手槍[刺擊]
ITEM_20150317_000668	是一般士兵的基本兵器，也是制式兵器。
ITEM_20150317_000669	帶叉矛槍
ITEM_20150317_000670	會發給資深指揮兵或是老兵。
ITEM_20150317_000671	騰飛帶叉矛槍
ITEM_20150317_000672	開發成騎兵用武器，但是之後步兵等其它兵種也採用而且還很喜歡。
ITEM_20150317_000673	戟矛
ITEM_20150317_000674	帶叉矛槍改良型單手槍。
ITEM_20150317_000675	阿斯塔矛槍
ITEM_20150317_000676	最近討厭這個武器造型的人變多了。
ITEM_20150317_000677	阿斯塔長矛
ITEM_20150317_000678	加長阿斯塔矛槍的槍管的改良型矛槍。
ITEM_20150317_000679	沉重短矛
ITEM_20150317_000680	沉重帶叉矛槍
ITEM_20150317_000681	鄧凱爾短矛
ITEM_20150317_000682	鄧凱爾帶叉矛槍
ITEM_20150317_000683	鄧凱爾阿斯塔矛槍
ITEM_20150317_000684	長戟矛
ITEM_20150317_000685	德式錐槍
ITEM_20150317_000686	格帝德式錐槍
ITEM_20150317_000687	騰飛矛槍
ITEM_20150317_000688	破壞長槍
ITEM_20150317_000689	牛舌長槍
ITEM_20150317_000690	蝠翼戟矛
ITEM_20150317_000691	蜥蜴殺手矛槍
ITEM_20150317_000692	鬥士和近距戰鬥以及和盾牌的連結性都很好的槍。
ITEM_20150317_000693	多利矛
ITEM_20150317_000694	蜥蜴殺手矛槍的發展型，必要時還可以將槍反過來使用。
ITEM_20150317_000695	南非長矛
ITEM_20150317_000696	相對來說此武器的重量有點重，但是因為武器本身有施魔法，所以在某種程度上有扺消效果。
ITEM_20150317_000697	凱米尼斯矛槍
ITEM_20150317_000698	沒有裝備是不能用鍊金術製作的，雖然如果但是並沒有比從鐵匠鋪出品的好多少。
ITEM_20150317_000699	格朗戟矛
ITEM_20150317_000700	當你急切地想要展現比你的槍術還要高一層的時候，推薦使用此裝備。
ITEM_20150317_000701	傑加矛槍
ITEM_20150317_000702	植物災難之後許多製作法的材料都可以從怪物身上取得替代材料。
ITEM_20150317_000703	哈爾矛槍
ITEM_20150317_000704	充滿著讓配戴者變得靈活的魔法。
ITEM_20150317_000705	此魔法槍可以幫助你不放走敵人。
ITEM_20150317_000706	印帕勒尼矛槍
ITEM_20150317_000707	這是一把為你特製的槍，所以價格不便宜。
ITEM_20150317_000708	佩迪米安矛槍
ITEM_20150317_000709	根據很久以前下達的詔令，此槍的製造法只能在佩迪米安進行交易。
ITEM_20150317_000710	德拉特矛槍
ITEM_20150317_000711	亞斯頓矛槍
ITEM_20150317_000712	戴維矛槍
ITEM_20150317_000713	初始矛槍
ITEM_20150317_000714	鍍銀矛槍
ITEM_20150317_000715	對魔族來說看起來威力很強，但是和神聖力量相比，這是鍊金術和魔法力量完全結合的結果。
ITEM_20150317_000716	凱拉斯矛槍
ITEM_20150317_000717	此魔法槍充滿力量，猜測有可能是屬於精靈的。
ITEM_20150317_000718	末日矛槍
ITEM_20150317_000719	為了穿透敵人的防禦而製作的強力矛槍。
ITEM_20150317_000720	費勒那斯矛槍
ITEM_20150317_000721	製作法的起源在哪裡並不重要，重要的是對那些瘋狂的怪物是否有效。
ITEM_20150317_000722	艾達塔克矛槍
ITEM_20150317_000723	好像必須進行危險的戰鬥似的，但是實際使用安全性不低喔！
ITEM_20150317_000724	刺槍
ITEM_20150317_000725	槍術是以活用槍桿、斬擊、鬥士等等各種方式存在，但是槍是不同於棒，其價值在於貫穿力。
ITEM_20150317_000726	舞動矛槍
ITEM_20150317_000727	此槍的愛用者常會講某句話。
ITEM_20150317_000728	只有一個的單手槍。
ITEM_20150317_000729	長槍
ITEM_20150317_000730	雙手槍[刺擊]
ITEM_20150317_000731	隨著王國歷史的騎兵戰意義的褪色，長槍長度變短成為趨勢。
ITEM_20150317_000732	闊頭槍
ITEM_20150317_000733	本來這是在王國邊境流行的樣式，但是內戰期之後到處都可以見到這模樣的槍了。
ITEM_20150317_000734	三叉戟
ITEM_20150317_000735	- 攻擊大型對象時觸發3連打
ITEM_20150317_000736	如果可以活用三槍刃，就可以施展出帥氣的連打攻擊。
ITEM_20150317_000737	皇家闊頭槍
ITEM_20150317_000738	隨著闊頭槍這種樣式的槍枝的流行，在貴族領一開始被製造時，連這種變型樣式都出現了。
ITEM_20150317_000739	尖錐長槍
ITEM_20150317_000740	在王國正規軍兵種中，騎兵雖然衰減了，但是他們的主武器還是在各地被活用著。
ITEM_20150317_000741	佩迪米安長槍
ITEM_20150317_000742	根據很久之前的詔令，佩迪米安市政當局擁有此武器製造的權利。
ITEM_20150317_000743	鄧凱爾長槍
ITEM_20150317_000744	皇家三叉戟
ITEM_20150317_000745	戰鬥叉
ITEM_20150317_000746	皇家戰鬥叉
ITEM_20150317_000747	梅迪納長槍
ITEM_20150317_000748	不同領域的結合，有時會帶來好的結果，造箭者大師的專業知識可以製造出好矛槍。
ITEM_20150317_000749	自由闊頭槍
ITEM_20150317_000750	建議想要施展快速攻擊和靈敏迴避的槍術家使用。
ITEM_20150317_000751	凱米尼斯長槍
ITEM_20150317_000752	用鍊金術製作的武器因為最近怪物們的騷動而有被重新評價的趨勢。
