UI_20150317_000001	{@st41b}可以跟各職業大師{nl}學習特性。{/}
UI_20160323_002157	攻擊力 : {@st41b}%s
UI_20160323_002158	防禦力 : {@st41b}%s
UI_20160323_002159	力量 : {@st41b}%s
UI_20160323_002160	體力 : {@st41b}%s
UI_20160323_002161	智力 : {@st41b}%s
UI_20160323_002162	敏捷 : {@st41b}%s
UI_20160323_002163	精神 : {@st41b}%s
UI_20160323_002164	{@st42}髮色{/}
UI_20160323_002165	{@st42}可裝備的稱號{/}
UI_20160323_002166	隊伍情報
UI_20160323_002167	{@st66b}住處變更{/}
UI_20160323_002168	{@st43}{s26}隊伍等級  %s{/}
UI_20160323_002169	{@st66b}隊伍情報
UI_20160323_002170	{#2c140c}平均等級 : %s{/}
UI_20160323_002171	{@st41b}參加
UI_20160323_002172	{@st42}角色的問候語{/}
UI_20160323_002173	[伺服器] 公會名稱
UI_20160323_002174	戰績 / 分數
UI_20160323_002175	[成立：%s前]
UI_20160411_002176	{@st66b}使用畫面鏡頭震動{/}
UI_20160425_002177	{@st42}如果雙方玩家皆有使用VIP優惠,{nl}這個武器的性能{nl}將不會被改變.{/}
UI_20160425_002178	{@st66b} 啟用背景效果
UI_20160425_002179	{@st66b} 啟用怪物爆炸
UI_20160425_002180	{@st66b} 啟用角色輪廓
UI_20160426_002181	確定要刪除{/}{b}{s20}寵物{/}{s43}{@st43}%s{/}{/}{b}{s20}嗎？{/}
UI_20160426_002182	{/}{b}{s20}已經刪除無法回復。{/}
UI_20160426_002183	{/}{b}{s20}寵物{/}{s43}{@st43}%s{/}
UI_20160426_002184	{/}{b}{s20}%s秒後會自動刪除。{/}
UI_20160426_002185	{s18}{ol}{#ffffcc}不是{/}
UI_20160426_002186	{s18}{ol}{#ffffcc}取消{/}
UI_20160509_002187	僅有VIP玩家可使用隊伍倉庫.僅可放置可交易道具.
UI_20160520_002188	購買 TP
UI_20160520_002189	{@st42}TP 購買
UI_20160520_002190	{@st43}{s22}Steam物品庫道具
UI_20160520_002191	{@st45tw2}TP 購買{/}
UI_20160520_002192	給予 TP
UI_20160520_002193	{@st49}使用{/}
UI_20160520_002194	{@st42}公會戰
UI_20160520_002195	宣布中立
UI_20160603_002196	{@st66b}技能控制速度 (%s){/}
UI_20160613_002197	{@st42}如果雙方隊伍皆有購買VIP優惠,{nl}可交易的裝備道具將不會變成不可交易.{nl}{#FFFF00}消耗品與材料將會變成{nl}無法交易即使有VIP.{/}		by sean
UI_20160617_002199	{@st43}{s22}隊伍等級  %s{/}
UI_20160617_002198	{@st59}關閉製作介面.{/}
UI_20160622_002200	{@st41}回報{/}				
UI_20160622_002201	回報一個價格有嫌疑的道具.				
UI_20160711_002202	{@st42}道具{/}
UI_20160711_002203	{@st42}{img silver 20 20} 已存入銀幣{/}
UI_20160711_002204	{@st66b}{img in_arrow 20 20}存入
UI_20160711_002205	{@st59}存入銀幣.{/}
UI_20160711_002206	{@st66b}{img chul_arrow 20 20}取出
UI_20160711_002207	{@st59}取出銀幣.{/}
UI_20160711_002208	{@st42b}{img silver 20 20} 金額{/}
UI_20160711_002209	貯列配對中 : 
UI_20160711_002210	下載資訊中.
UI_20160718_002211	最小化聊天
UI_20160718_002212	有新訊息時自動下拉
UI_20160718_002213	{@st43}活動商店{/}		
UI_20160718_002214	{@st59}關閉{/}
UI_20160718_002215	{@st41}能力值{@st41}
UI_20160718_002216	{@st59}統合 公會戰鬥
UI_20160718_002217	{@st43}統合 公會戰鬥排名{/}
UI_20160718_002218	統合 公會戰鬥排名
UI_20160718_002219	{@st59}關閉統合公會戰鬥排名。
UI_20160718_002220	{@st59b}統合 公會戰鬥{nl}{@st59s} - 每週發放獎勵並重置排名。{nl}- 獎勵內容可以參考獎勵目錄。{nl}{/}	
UI_20160718_002221	{@st66b}%s 名{/}
UI_20160718_002222	{@sti8}{s18}{ds}參與公會成員 (%s){/}
UI_20160718_002223	{@st41}被拒絕的公會成員{/}
UI_20160718_002224	{@st66d}%s人參與 (目前有%s人登入中){/}
UI_20160718_002225	{@st41}直接移動到區域 
UI_20160718_002226	{@st46}公會戰結果{/}
UI_20160718_002227	{@st45tw2}戰鬥持續時間{/}
UI_20160718_002228	{@st43b}公會塔 HP{/}
UI_20160718_002229	{@sti9}總擊殺數 {/}
UI_20160718_002230	{@stz1}總死亡數{/}
UI_20160718_002231	{@sti1c}紀錄{/}
UI_20160718_002232	{@sti6}%s勝 {@sti7}%s敗{/}
UI_20160718_002233	{@sti9}%s勝 {@sti6}%s敗{/}
UI_20160718_002234	{@st45tw2}擊殺排名
UI_20160718_002235	{@st45tw2}名稱
UI_20160718_002236	{@st45tw2}擊殺
UI_20160718_002237	{@st45tw2}死亡
UI_20160718_002238	{@st59}隱形眼鏡{/}
UI_20160718_002239	{@st41}犧牲材料
UI_20160718_002240	{@st66b}顯示其他人物的效果	
UI_20160718_002241	{@st66b}啟用背景效果
UI_20160718_002242	{@st59}顯示背景效果和圖形。{/}		
UI_20160718_002243	{@st66b}啟用怪物死亡爆炸(適用於小型和中型怪物)
UI_20160718_002244	{@st59}顯示擊敗怪物的死亡效果。{/}
UI_20160718_002245	{@st66b}啟用角色輪廓{/}
UI_20160718_002246	{@st59}把在人物背後的背景顯示為剪影。{/}
UI_20160718_002247	要使用這個嗎 %s?{/}
UI_20160718_002248	使用限制: %s
UI_20160718_002249	天 時 分 秒				
UI_20160718_002250	{@st42b}夏奧雷伊{/}
UI_20160718_002251	{#000000}分數{/}	
UI_20160718_002252	{#000000}%s 分{/}	
UI_20160718_002253	統合公會戰鬥排名
UI_20160811_002254	{@st66b18}※更改名稱將會消耗此道具。{/}
UI_20160811_002255	{@st42}啟用登入通知
UI_20160811_002256	{@white_16_ol}公會成員{/}
UI_20160811_002257	{@white_16_ol}好友{/}
UI_20160811_002258	{@st66d}{s18}{#FFFF18}[ %s ]{/} {@st66d}{s18}{#FFFFFF}此卡片等級將會在{nl}取出後降低一星等。{/}
UI_20160811_002259	{@st66b}移除效果{/}
UI_20160811_002260	沒有。
UI_20160811_002261	{@st41b}取出{/}
UI_20160811_002262	{img icon_item_tospoint 24 24}{@st41b}消耗 5TP{nl}取出卡片將不會降低星等{/}
UI_20160811_002263	{@st41b}最後確認
UI_20160811_002264	{@st42}我的交易目錄{/}
UI_20160811_002265	{@st42}交易目錄{/}
UI_20160811_002266	{@st66b}如果交易雙方都有VIP優惠，{nl}則裝備的可交易狀態不會改變。{nl}消耗品與材料即使有VIP優惠還是會變成無法交易的狀態。{/}
UI_20160811_002267	VIP一致
UI_20160811_002268	{@st42}交易後，裝備道具不可交易{/}
UI_20160811_002269	{@st42}交易後，裝備道具可交易{/}
UI_20160811_002270	{@st41b}交易
UI_20160811_002271	{@st41b}取消交易
UI_20160811_002272	{@st66d}由於雙方皆為VIP優惠玩家{nl}道具屬性不會改變。{/}
UI_20160811_002273	{@st66d}由於雙方並非皆為VIP優惠玩家{nl}道具屬性將被改變。{/}
UI_20160811_002274	{@st42}清單中的道具將在交易後變得無法被交易{/}
UI_20160811_002275	{@st66b}{s20}人物目前正在 {/}{s20}{#770000}戰鬥中{@st66b}{s20}{/}
UI_20160811_002276	{@st66b}取消{/}
UI_20160811_002277	{@st66b}一週即時排名
UI_20160811_002278	{@st66b}前一季排名{/}
UI_20160811_002279	上週排名
UI_20160811_002280	300TP 交換券20張
UI_20160811_002281	領取獎勵
UI_20160811_002282	{@sti1c}週排名{/}
UI_20160811_002283	{@st66b}高地防守{/}
UI_20160811_002284	等級由低至高{/}
UI_20160811_002285	等級由高至低{/}
UI_20160811_002286	{img %s 12 12}{/} {@st66b}{s18}怪物卡片{/}
UI_20160811_002287	道具超越
UI_20160811_002288	超越系統
UI_20160811_002289	{@st59b}道具超越{nl}{@st59s}- 除了用鐵砧強化外的另一種強化裝備的方法{nl}- 可以超越的道具 : 武器，防具以及裝飾品{nl}- 超越成功率＝消耗數量 / 每階最大可使用數量{nl}- 成功會增加超越等級1階(最大值為10階){nl}- 失敗時將低超越等級1階(失敗並不會減少潛力){nl}- 超越後的裝備將變為不可交易{/}		by sean
UI_20160811_002290	{@st42}階段%s{/}
UI_20160811_002291	萃取祝福石
UI_20160811_002292	{@st59b}提取祝福石{nl}{@st59s}- 從超越道具中提取祝福寶石{nl}- 提取需求 : 卸除之鎚{nl}-你可以透過摧毀超越道具來回收一部份的祝福寶石。 {nl}- 你無法提取超越等級0的道具。{/}
UI_20160811_002293	萃取結果
UI_20160811_002294	道具萃取
UI_20160811_002295	{@st59b}道具萃取{nl}{@st59s}- 將超越效果從道具上移除{nl}- 提取需求 : 魔法棒{/}
UI_20160811_002296	道具萃取結果
UI_20160811_002297	出售的（組合包）名稱
UI_20160811_002298	{@st67}{s18} ※ 每個帳號限購1個。{/}
UI_20160811_002299	{@st67}{s18} ※ 組合包與其內容物都是不可交易的。{/}
UI_20160811_002300	{@st66d}{s20}購買{/}
UI_20160811_002301	{@st66d}{s20}取消{/}
UI_20160811_002302	{@st67}{s26}該道具不能退還。{/}
UI_20160811_002303	{@st66d}{s26}確認購買{/}
UI_20160811_002304	{@st66d}{s26}否{/}
UI_20160811_002305	{@st66d}{s26}右鍵取消{/}
UI_20160811_002306	{@st59}查看推薦的副本{/}
UI_20160811_002307	{@st41}小屋%s (%s/%s){/}
UI_20160811_002308	{@st59}移動到此小屋。
UI_20160811_002309	{@st59}請選擇一個伺服器。{/}
UI_20160811_002310	{@st59}請選擇一個伺服器。{/}
UI_20160811_002311	{@st66b}移動至其他小屋
UI_20160811_002312	{@st59}移動小屋{/}
UI_20160811_002313	{@st59}刪除同伴
UI_20160811_002314	你感覺好多了。
UI_20160811_002315	地毯-類型
UI_20160811_002316	{@st42b}{s16}費用{/}
UI_20160811_002317	{@st66b}{s16}預覽{/}
UI_20160811_002318	{@st42b}{s16}放入{/}
UI_20160811_002319	未學習
UI_20160811_002320	* 當戰鬥
UI_20160811_002321	{@st66d}裝備的武器
UI_20161005_002322	更改外觀
UI_20161005_002323	{@st45tw2}武器材料{/}
UI_20161005_002324	{@st43}防具附魔{/}
UI_20161005_002325	{@st66b}附魔{/}
UI_20161005_002326	{@st59}關閉{/}
UI_20161005_002327	{img silver 20 20}價格
UI_20161005_002328	 商店名稱
UI_20161005_002329	{@st66b}商店{/}
UI_20161005_002330	{img silver 20 20}價格
UI_20161005_002331	{@st41b}確認
UI_20161005_002332	{@st41b}關閉
UI_20161005_002333	{img squaier_buff 24 24}24小時持續{/}
UI_20161005_002334	{@st66b}詳細內容
UI_20161005_002335	{@st66b}戰爭
UI_20161005_002336	{@st43}統合 公會戰鬥排名{/}
UI_20161005_002337	期間
UI_20161005_002338	{@st66b}物理攻擊{/}
UI_20161005_002339	{@st66b}魔法攻擊{/}
UI_20161005_002340	{@st66b}物理防禦{/}
UI_20161005_002341	{@st66b}魔法防禦{/}
UI_20161005_002342	{@st42}技能設定{/}
UI_20161005_002343	{@st66b}Homonculus自動技能最多能設定 4 個。{nl}套用之後無法更改。{/}
UI_20161005_002344	名稱{/}	Name{/}
UI_20161005_002345	設定{/}	Settings{/}
UI_20161005_002346	{@st59}關閉{/}	{@st59}Close{/}
UI_20161005_002347	{@st66d}使用技能後無法回復原狀{nl}確定要使用？{/}
UI_20161005_002348	這是可以快速消滅{nl}即時副本怪物的卷軸。
UI_20161005_002349	副本掃盪卷
UI_20161005_002350	注意事項
UI_20161005_002351	在光柱死掉的怪物有可能不會被記錄在冒險日誌上，{nl}會在光柱周圍掉落道具，{nl}請注意會有遺失的可能性。{nl}使用的掃盪券會立即消失，只會套用在該次的即使副本上。
UI_20161005_002352	您要使用副本掃盪劵嗎？
UI_20161005_002353	{@st59b}萃取祝福石{nl}{@st59s}- 從超越道具中萃取祝福石{nl}- 萃取祝福石材料：分解之槌{nl}- 萃取祝福石時，該道具會被移除，但是可以重新獲得部份使用過的祝福石。{nl}   ：重新獲得截至目前為止在成功/失敗上所使用過的祝福石的40%。{nl}- 超越0階段時無法使用。
UI_20161005_002354	任務失敗	Mission Failed
UI_20161005_002355	成員皆已無行動能力
UI_20161005_002356	確認移除公會塔
UI_20161005_002357	{@st43b}{s20}確認{/}
UI_20161005_002358	{@st41}自動攻擊 On	
UI_20161005_002359	{s16}{#000000}線上好友 %s/%s{/}
UI_20161005_002360	{@st43}去找朋友{/}
UI_20161005_002361	{@st43}傳送門
UI_20161005_002362	{@st41b}儲存地點
UI_20161005_002363	{@st59}關閉{/}
UI_20161005_002364	{@st66b}儲存地點: %s/%s{/}
UI_20161005_002365	{@st43}製作魔法卷軸
UI_20161005_002366	{@st43}性別轉換商店{/}
UI_20161005_002367	{@st66b}更換{/}
UI_20161005_002368	{@st59}關閉{/}
UI_20161005_002369	{img silver 20 20}價格
UI_20161005_002370	{@st41b}開啟
UI_20161005_002371	目前{/}
UI_20161005_002372	變更後{/}
UI_20161005_002373	{@st66d}性別變更{/}
UI_20161005_002374	注意事項{/}
UI_20161005_002375	卸除所有裝備才可以轉換。{nl}基本職業別套裝性別自動變更{/}
UI_20161005_002376	{@st67}性別限定的 TP 道具將會無法裝備。{/}
UI_20161005_002377	素質	Stat
UI_20161005_002378	{@st66d}{s30}網頁已結束。{nl}請按關閉。{/}
UI_20161005_002379	View from the Player's POV
UI_20161005_002380	所有角色	All Characters
UI_20161005_002381	{@st66e}%s{nl}Change from %s to {@st66d_y}%s{/}
UI_20161005_002382	{@st66b}重新開始{/}
UI_20161005_002383	{@st66d_y}%s{/}
UI_20161005_002384	已選擇的選項:{nl}%s
UI_20161005_002385	公會屬性與資訊
UI_20161005_002386	{@st66b}儲存
UI_20161005_002387	{@st42}單行記事板 - 每天可貼 3 次.{/}
UI_20161005_002388	{@st42}紀錄
UI_20161005_002389	GvG Ranks
UI_20161005_002390	{@st66e}煉冶 (%s/%s){/}
UI_20161005_002391	{@st66e}盾牌增壓 (%s/%s){/}
UI_20161005_002392	{@st45tw2}公會成員限定{/}
UI_20161005_002393	{@st42}Learning [%s] is required.{/}
UI_20161005_002394	{@st66b}儲存座標{/}
UI_20161005_002395	{@st42b}開啟傳送門
UI_20161005_002396	{@st66b}傳送門冷卻中{/}
UI_20161010_002397	{@st66d_y}{s20}全部{/}
UI_20161107_002398	{@st43}換領清單{/}
UI_20161107_002399	{@st41b}總共消耗勳章: {/}
UI_20161107_002400	{@st41b}總共獲得勳章 : {/}
UI_20161107_002401	你想為此道具花費勳章嗎?
UI_20161107_002402	一旦換領後，你將不能還原。
UI_20161107_002403	你想將此道具換領為勳章嗎?
UI_20161107_002404	將購買的道具換領為勳章可能會由於匯率造成一些損失。
UI_20161107_002405	{@st43}{s24}TP商店
UI_20161107_002406	{@st43}{s24}新上架{/}
UI_20161107_002407	  {img Nexon_cash_mark 30 30} 擁有{/}{/}
UI_20161107_002408	{@st66d}{s20}Recharge Steam Wallet{/}
UI_20161107_002409	{@st66d}{s18}預覽/購買{/}
UI_20161107_002410	{@st66d}重置預覽{/}
UI_20161107_002411	{@st66d}購買{/}
UI_20161107_002412	  目前TP{/}
UI_20161107_002413	  剩餘TP{/}
UI_20161107_002414	{@st66d}換領成勳章{/}
UI_20161107_002415	{@st66d}換領成道具{/}
UI_20161107_002416	  目前勳章{/}
UI_20161107_002417	  剩餘勳章{/}
UI_20161107_002418	總價
UI_20161107_002419	{@st66b}TP購買{/}
UI_20161107_002420	{@st66b}換領商店{/}
UI_20161107_002421	換領持有的道具為勳章
UI_20161107_002422	換領持有的勳章為道具
UI_20161107_002423	可購買
UI_20161107_002424	可販售
UI_20161107_002425	{@st66d}{s18}熱銷前5名{/}
UI_20161107_002426	{@st55_b}  輸入關鍵字{/}
UI_20161107_002427	 TP可購買
UI_20161107_002428	{@st66d}{s18}特價{/}
UI_20161107_002429	{@st66d}購買{/}
UI_20161107_002430	{@st66d}{s18}現金儲存{/}
UI_20161107_002431	{@st43d}{s18}- 只能在道具購買完成時使用。{nl} -點右鍵完成購買{nl}- 購買的道具將在你角色的物品欄裡{nl}- 現金儲存的道具可以在購買後七天內退還{/}
UI_20161107_002432	{@st67}{s18}一旦購買完成後將無法還原。{/}
UI_20161107_002433	{@st66d}{s18}是{/}
UI_20161107_002434	{@st66d}{s18}否{/}
UI_20161107_002435	{@st66}{s18}Right to Cancel{/}
UI_20161107_002436	{@st42b}{s16}購買{/}
UI_20161107_002437	{@st42}{s16} 消耗勳章 {/}{img icon_item_recyclemedal 20 20}{/}
UI_20161107_002438	{@st42}{s16}  獲得勳章 {/}{img icon_item_recyclemedal 20 20}{/}
UI_20161107_002439	擁有: %s
UI_20161107_002440	{@st42b}{s16}購買{/}
UI_20161107_002441	{@st42b}{s16}換領為勳章{/}
UI_20161107_002442	勳章消耗
UI_20161107_002443	勳章獲得
UI_20161108_002444	{@st43}%s 獲得!{/}
UI_20161108_002445	{@st42b}開啟女神的祝福魔方 X %s
UI_20161108_002446	{@st42b}Open Leticia's Secret Cube X %s
UI_20161108_002447	{@st41}Open Reward Cube
UI_20161108_002448	{@st59}關閉{/}
UI_20161108_002449	{@st66b}當開啟時可能會獲得神秘的東西{nl}{/}
UI_20161121_002450	{@st41}每天副本重置時間: 6AM{/}			
UI_20161121_002451	名稱/地點			
UI_20161121_002452	需要等級			
UI_20161121_002453	進入次數			
UI_20161121_002454	進入副本			
UI_20161121_002455	%s/%s 次數			
UI_20161121_002456	主要掉落裝備			
UI_20161121_002457	{@st66b}自動組隊{nl}重新進入			
UI_20161121_002458	進入上一次自動組隊地圖			
UI_20161121_002459	自動組隊	配對		
UI_20161121_002460	頭目(s)			
UI_20161121_002461	已發送訊息予合資格隊員{nl}等待隊員確認			
UI_20161121_002462	與隊員參與配對		
UI_20161121_002463	與目前隊員進入			
UI_20161121_002464	{@st41b}直接進入			
UI_20161121_002465	%s 玩家在排隊中			
UI_20161121_002466	等待隊員參與中			
UI_20161121_002467	{@st66b}取消配對		
UI_20161121_002468	進入副本中...			
UI_20161121_002469	{@st59}關閉訊息{/}
UI_20161214_002470	{@st43}鑑定{/}
UI_20161214_002471	{@st59}關閉{/}
UI_20161214_002472	{@st66}可鑑定道具列表
UI_20161214_002473	{@st41b}鑑定花費{/}
UI_20161214_002474	{@st41b}鑑定{/}
UI_20161214_002475	名稱
UI_20161214_002476	{@st43}夥伴商店
UI_20161214_002477	{@st66b}收養{/}
UI_20161214_002478	{@st66b}寵物食品{/}
UI_20161214_002479	{img icon_item_silver 20 20}{@st41b}交易結算 {/}{img white_right_arrow 15 18}
UI_20161214_002480	{img icon_item_silver 20 20}{@st41b}預計餘額 {/}{img white_right_arrow 15 18}
UI_20161214_002481	{@st66b}清空{/}
UI_20161214_002482	{@st41b}交易結算 {/}{img white_right_arrow 15 18}
UI_20161214_002483	{@st41b}預計餘額 {/}{img white_right_arrow 15 18}
UI_20161214_002484	一星卡片不會花費5TP。
UI_20161214_002485	{@st66b}Real-time Standings
UI_20161214_002486	Last Season Standings
UI_20161214_002487	消耗入場次數及副本加倍代幣{nl}增加 經驗/掉落 率{nl}最高3倍
UI_20161214_002488	{@st41b}使用加倍模式
UI_20161214_002489	{@st41b}取消加倍模式
UI_20161214_002490	加倍模式數目
UI_20161214_002491	請稍後
UI_20161214_002492	{@st66b}裝備{/}
UI_20161214_002493	{@st66b}道具{/}
UI_20161214_002494	{@st59b}道具超越{nl}{@st59s}- 與用鐵砧的方法強化道具的性能不同{nl}- 可超越 : 武器, 防具, 飾品{nl}- 超越機率 = 材料量 / 所需最小值{nl}- 如果成功，超越等級+1(最大 10){nl}- 如果失敗，超超等級與潛力值扣1(超越等級最低不會低於1){nl}- 已越越的道具不可交易{/}
UI_20161214_002495	{@st59b}祝福寶石萃取{nl}{@st59s}- 從超越道具提取出祝福寶石{nl}- 為祝福寶石萃取的材料 : 卸除之錘{nl}- 道具上使用的一部份寶石可以被退還。 {nl}   : 根據目前超越等級和剩餘潛力值，退還率最低20%，最高90%。 {nl}- 超越等級0時不可使用。{/}
UI_20161214_002496	{@st66b}儲存{/}
UI_20161214_002497	{@st66b}顯示其他玩家造成的傷害數值
UI_20161214_002498	{@st59}請選擇伺服器{/}
UI_20161214_002499	{@st59}Record FPS and Activate Replay.{/}
UI_20161214_002500	目前
UI_20161214_002501	最大
UI_20161214_002502	{@st66b}學習
UI_20161214_002503	{img white_right_arrow 24 24}{@st66d_y} 總花費{/}
UI_20161214_002504	{@brown_16}參加公會{/}
UI_20161214_002505	{@black_18_b}每日{/}
UI_20161214_002506	{@black_18_b}每週(每周一重置){/}
UI_20161214_002507	{@brown_16}個人參與{/}
UI_20161214_002508	Guild Authority
UI_20161221_002509	您要使用職業重置道具嗎?
UI_20161221_002510	使用後道具會從背包裏消失{nl}全部Rank會重置
UI_20161221_002511	{@st66d_y}使用條件及注意事項{/}
UI_20161221_002512	{@st58}身上沒有裝備使用中{/}
UI_20161221_002513	{@st59}沒有學習中的特性{/}
UI_20161221_002514	{@st59}沒有同伴跟隨著{/}
UI_20161221_002515	{@st59}角色在城鎮中{/}
UI_20161221_002516	{@st59}沒有開啟商店中{/}
UI_20161221_002517	{@st59}沒有製作道具中{/}
UI_20161221_002518	{@st59}聖殿騎士角色需轉讓公會予他人{/}
UI_20161221_002519	* 裝備中的怪物卡片會無條件地自動解除
UI_20161221_002520	* 重置前已學習的特性於重置後{nl}可以無條件重新學習
UI_20161221_002521	* 發送的職業經驗值卡片以最後達成的「職業等級Lv.15」為準{nl}
UI_20161221_002522	若然Rank 8 Lv.4 角色使用重置卷後
UI_20161221_002523	重置後角色職業等級會是Rsnk 8 Lv.1
UI_20161221_002524	* 轉職時所發送的職業套裝{nl}會被系統回收。
UI_20161221_002525	* 使用重置捲軸後會回到角色選擇視窗。
UI_20170117_002526	{@st66b}優化(測試版){/}			
UI_20170117_002527	{@st59}開啟/關閉 優化多執行緒處理{/}	
UI_20170313_002528	交易時間
UI_20170313_002529	存款
UI_20170313_002530	提款
UI_20170313_002531	剩餘銀幣
UI_20170313_002532	鑑定已選擇的裝備
UI_20170313_002533	{@st66b}鑑定{/}
UI_20170313_002534	{@st66b}材料{/}
UI_20170313_002535	物品名稱
UI_20170313_002536	{@st43}偽造{/}
UI_20170313_002537	{@st41b}更改
UI_20170313_002538	{@st68b}{s18}收藏{/}
UI_20170313_002539	{@st68b}完成(%s){/}
UI_20170313_002540	{@st68b}新(%s){/}
UI_20170313_002541	{@st68b}Incomplete(%s){/}
UI_20170313_002542	{@st66b}查看全部效果{/}
UI_20170313_002543	{@st59}查看獲得的效果總數{/}
UI_20170313_002544	{@st59}搜索收藏或效果的名稱{/}
UI_20170313_002545	{@st68b}{s18}完成(%s){/}
UI_20170313_002546	{@st59}關閉圖片{/}
UI_20170313_002547	{@st59}關閉項目窗口{/}
UI_20170313_002548	{@st41b}%s {nl}你已經獲得了一個項目!
UI_20170313_002549	{@st59}重新發布您的公會倉庫{/}
UI_20170313_002550	只能用於地下城和傭兵副本。
UI_20170313_002551	{@st66}選擇裝備項目
UI_20170313_002552	{@st59b}萃取祝福石{nl}{@st59s}- 從超越道具萃取祝福石{nl}- 祝福石萃取材料 : 分解之槌{nl}- 萃取祝福石時，該道具會被移除，但是可以重新獲得部份使用過的祝福石。{nl}   : 根據目前超越階段和殘餘潛力重新獲得的祝福石最少20% ~ 最多90%。{nl}- 萃取從超越2階以上開始可以使用。{/}
UI_20170313_002553	!! 地圖探索完成 !!
UI_20170313_002554	{@st41b}圖鑑{/}
UI_20170313_002555	{@st66b}[%s]{nl}獲得碎片{/}
UI_20170313_002556	{@st59}關閉合成視窗{/}
UI_20170313_002557	{@st41b}選擇的 {@sti9}%s個{/} 道具，您要合成嗎？{/}
UI_20170313_002558	{@st59b}信物合成{nl}{@st59s} - 在物品欄選擇要合成的信件並登錄{nl}{/}
UI_20170313_002559	{@st41b}合成
UI_20170313_002560	{@st66b}需要修理道具目錄
UI_20170313_002561	{@st66b}道具掉落效果使用
UI_20170313_002562	{@st66d}鑑定師 [仿造品] 道具{nl}   剩餘維持時間 %s
UI_20170313_002563	1分30秒
UI_20170313_002564	{@st59}任務重新開始{/}
UI_20170313_002565	{@st59}登錄圖鑑道具。{/}
UI_20170313_002566	魔法防御手鐲
UI_20170313_002567	我的項目
UI_20170313_002568	鑑定師 %s
UI_20170313_002569	裝備{nl}替換時
UI_20170313_002570	沒有鑑定師裝備中的道具
UI_20170313_002571	投資
UI_20170330_002572	{@st59}Shift + Tab切換{/}
UI_20170330_002573	{@st59}群組聊天{/}
UI_20170330_002574	{@st59}群組聊天列表{/}
UI_20170330_002575	{@st59}聊天設定{/}
UI_20170330_002576	{@st59}增加聊天視窗{/}
UI_20170330_002577	{@st59}雙擊以最小化/最大化{/}
UI_20170330_002578	{@59}邀請{/}
UI_20170330_002579	{@59}設定{/}
UI_20170330_002580	{@59}會員列表{/}
UI_20170330_002581	{@st66d}聊天列表
UI_20170330_002582	{@st66b}朋友
UI_20170330_002583	{@st66b}群組
UI_20170330_002584	{@st66e}新建群組聊天
UI_20170330_002585	{@st59}關閉聊天列表{/}
UI_20170330_002586	{@st42}群組設置
UI_20170330_002587	{@st42}顏色設定
UI_20170330_002588	{@st66}確認
UI_20170330_002589	{@st66}離開
UI_20170330_002590	{@st66b}分頁
UI_20170330_002591	{@st66b}畫面
UI_20170330_002592	{@st66}透明度
UI_20170330_002593	{@st66}顯示對話框
UI_20170330_002594	{@st66}於畫面上方顯示大喊內容
UI_20170330_002595	{@st66}字體大小
UI_20170330_002596	{@st66b}顯示登入訊息
UI_20170330_002597	{@st66}公會人員{/}
UI_20170330_002598	{@st66}好友{/}
UI_20170330_002599	{@st66b}交易時玩家皆有VIP優惠時，{nl}裝備、消耗品、其它、卡片、寶石道具的屬性不會變更。{/}
UI_20170330_002600	{s18}期間制道具目錄
UI_20170330_002601	時間快到期了，請問要結束嗎？
UI_20170330_002602	{@st43}{s20}過期時間制道具統一刪除目錄{/}
UI_20170330_002603	{s17}上述道具要統一刪除嗎？
UI_20170330_002604	主要掉落物品
UI_20170330_002605	{@st41b}允許匹配到2到4人隊伍{/}
UI_20170330_002606	{@st41b}匹配到2到4人隊伍
UI_20170330_002607	{@st59}刪除已過期的物品{/}
UI_20170330_002608	{@st45tw2}已購物品{/}
UI_20170330_002609	{@st45tw2}已售物品{/}
UI_20170330_002610	{@st45tw2}金額{/}
UI_20170330_002611	{@st45tw2}已售出{/}
UI_20170330_002612	{@st45tw2}已購買{/}
UI_20170330_002613	{@st45tw2}已取消{/}
UI_20170330_002614	{@st45tw2}其他{/}
UI_20170330_002615	{@st42}加入
UI_20170330_002616	{@st42}關閉
UI_20170330_002617	{@st59}關閉訊息{/}
UI_20170330_002618	{#62100c}不可交易的項目: %s
UI_20170330_002619	交易選項
UI_20170330_002620	商店
UI_20170330_002621	個人
UI_20170330_002622	交易{nl} 選項
UI_20170330_002623	%s 道具說明 %s
UI_20170330_002624	{@59}創建邀請標籤{/}
UI_20170330_002625	{@59}離開{/}
UI_20170330_002626	%s 道具說明 %s
UI_20170330_002627	道具名
UI_20170330_002628	截止日期
UI_20170330_002629	立即領取市場販賣款項
UI_20170330_002630	不受市場上/下限限制可以登錄物品
UI_20170330_002631	可使用隊伍倉庫
UI_20170418_002632	{@st66}因為一時性的錯誤而沒有顯示購買明細時，請點擊全部領取按鍵試圖進行領取。{/}
UI_20170418_002633	{@st68}重整{/}
UI_20170418_002634	{@st68}檢索{/}
UI_20170418_002635	所需特性點數
UI_20170419_002636	{@st66b}查看更多{/}
UI_20170419_002637	點擊查看更多的朋友資訊。			
UI_20170419_002638	我同意自動組隊時只有2-4名隊員
UI_20170420_002639	特性點數:				
UI_20170420_002640	{@st66b}特性點數購買	{@st66b}			
UI_20170420_002641	{@st66d}特性點數	{@st66d}			
UI_20170420_002642	銀幣兌特性點數率			
