QUEST_LV_0300_20180327_000102	但如果您打算拿出的是沒有實力的無謀之勇，我們是不會接受您的。{nl}這絕對不是簡單的事，如果您是抱著輕率的心態來找我，請您走開。	하지만 실력 없는 무모한 용기만 내세울 거라면 우리 쪽에서 거절합니다.{nl}결코 쉬운 길은 아니니 어설픈 마음으로 오셨다면 물러 나시지요.				드라군 마스터
QUEST_LV_0300_20180327_000103	既然如此，我要確認您是在耍嘴皮子還是真的有能耐。{nl}請讓我見識您的實力。{nl}	그렇다면 당신이 입만 산 건지, 진짜 실력자인지 확인해보도록 하지요.{nl}한 번 당신의 실력을 보여 주시죠.{nl}				드라군 마스터
QUEST_LV_0300_20180327_000104	請別卻步並與怪物戰鬥。{nl}您必須在攻擊怪物以及被怪物攻擊的同時消滅怪物。{nl}當然，您必須獨自戰鬥。	물러서지 말고 몬스터와 싸워 보세요.{nl}몬스터를 공격하고, 공격을 당하기도 하면서 처치하시라는 겁니다.{nl}당연히 혼자서 말이죠.				드라군 마스터
QUEST_LV_0300_20180327_000105	如果您抱著輕率的心態，我們是不會接受您的。{nl}請您別卻步，讓我們看見您有能夠與怪物戰鬥的勇氣與實力。	어설픈 마음가짐은 우리도 사양입니다.{nl}물러서지 말고 몬스터와 싸울 수 있는 용기와 실력을 보여 주세요.				드라군 마스터
QUEST_LV_0300_20180327_000106	厲害，{nl}很好。我承認您是龍騎士的一員。	훌륭하군요.{nl}좋습니다. 당신을 드라군의 일원으로 인정해드리도록 하죠.				드라군 마스터
QUEST_LV_0300_20180327_000107	您想成為聖殿騎士嗎？{nl}很好。我為您指出幾項必須認清的事。{nl}	템플러를 지망하시려는 겁니까.{nl}좋습니다. 몇 가지 알아두셔야 할 것부터 짚어 드리지요.{nl}				기사단장 우스카
QUEST_LV_0300_20180327_000108	聖殿騎士必需要領導很多人。{nl}越是這種艱難的時刻，領導能力就越重要。	템플러는 많은 사람들을 이끌어야 합니다.{nl}이런 험난한 때일수록 당연히 지도력이 중요하겠지요.{nl}				기사단장 우스카
QUEST_LV_0300_20180327_000109	如果您因此就把領導力與權力搞錯，那我會很困擾。{nl}您必須和跟隨您的追隨者們步調一致才能維持組織。{nl}	그렇다고 해서 권력과 착각하시면 곤란합니다.{nl}당신을 따르는 추종자들과 손발을 맞춰가야만이 조직을 유지할 수 있는 것이지요.{nl}				기사단장 우스카
QUEST_LV_0300_20180327_000110	您能理解我所說的話嗎？{nl}既然如此，我就看看您是否有能耐成為聖殿騎士。	제 말을 이해하시겠습니까?{nl}그렇다면 템플러로서의 재량을 한 번 보도록 하지요.				기사단장 우스카
QUEST_LV_0300_20180327_000111	據說.. 掌權者靠的是命令，而聖殿騎士靠的是召集。{nl}請您以隊長的身分招募五名隊友，並在適當的時間內率領隊伍。{nl}	말에.. 권력자는 명령하지만, 템플러는 요청한다고 하지요.{nl}당신이 리더인 다섯 명의 파티를 모아 적당한 시간 동안 이끌어 보십시오.{nl}				기사단장 우스카
QUEST_LV_0300_20180327_000112	想當領導者就要贏得人們的尊敬。{nl}您有那種魅力嗎.. 我要藉此來確認。{nl}	사람을 이끄는 비료가 되는 것이 바로 존경입니다.{nl}당신에게 그런 매력이 있을지.. 이걸로 확인해 보겠습니다.{nl}				기사단장 우스카
QUEST_LV_0300_20180327_000113	卑鄙的小動作我可不承認。{nl}除了要招募五個人之外，必須由你擔任隊長才有意義。{nl}	비겁한 꼼수는 인정하지 않습니다.{nl}직접 다섯 명의 사람을 모으는 것은 물론이고, 당신이 파티의 리더여야만 의미가 있습니다.{nl}				기사단장 우스카
QUEST_LV_0300_20180327_000114	辛苦了。{nl}您的名望超乎我的想像呢。{nl}	수고하셨습니다.{nl}생각보다 인망있는 분이시군요.{nl}				기사단장 우스카
QUEST_LV_0300_20180327_000115	讓其他人跟隨自己是非常困難的事。{nl}當跟隨您的人越多，您就會越辛苦。{nl}	다른 사람들을 따르게 하는 것은 매우 힘든 일입니다.{nl}당신을 따르는 사람이 많아질수록 더 힘들겠지요.{nl}				기사단장 우스카
QUEST_LV_0300_20180327_000116	我來告訴您聖殿騎士必須知道的事。{nl}希望您一定要銘記在心並做出謹慎的決定。	템플러가 알아야 할 것들에 대해 알려드리겠습니다.{nl}앞으로도 절대 잊지 마시고 신중한 결정을 내릴 수 있길 바랍니다.				기사단장 우스카
QUEST_LV_0300_20180327_000117	咒術師大師	워록 마스터				
QUEST_LV_0300_20180327_000118	只要是為了女神，我們會不擇手段.. {nl}這就是我們咒術師的鐵則。{nl}	여신을 위해서라면 수단 방법을 가리지 않는다.. {nl}그것이 바로 우리 워록의 철칙이지요.{nl}				워록 마스터
QUEST_LV_0300_20180327_000119	人們經常搞錯一件事，咒術師與惡靈並不是同等的。{nl}咒術師必須凌駕在惡靈之上並且要能控制惡靈。{nl}	흔히들 착각하는게, 워록은 악령과 동등하게 계약한 게 아닙니다.{nl}악령 위에 군림하며 악령을 지배할 수 있어야 하지요.{nl}				워록 마스터
QUEST_LV_0300_20180327_000120	為此，咒術師必須要有能共支配、控制惡靈的強大魔力，{nl}以免被惡靈吞下肚。{nl}	그러려면 악령을 지배하고 제어할 수 있는 강한 마력이 있어야 해요.{nl}악령에게 먹히고 싶지 않다면 말이지요.{nl}				워록 마스터
QUEST_LV_0300_20180327_000121	您應該還不太了解惡靈..{nl}我給您能喚醒惡靈的卷軸。{nl}	아직 악령에 대해 잘 모를테니..{nl}악령을 깨우는 주문서를 드리지요.{nl}				워록 마스터
QUEST_LV_0300_20180327_000122	對巴利烏斯的永眠地的怪物使用卷軸，沉睡中的惡靈就會醒來。{nl}我給您的課題就是同時消滅那怪物與惡靈。	발류스의 영면지에 있는 몬스터에게 주문서를 사용하면 잠들어 있던 악령이 깨어날 겁니다.{nl}그 몬스터와 악령을 함께 제압하는 게 당신께 드릴 과제입니다.				워록 마스터
QUEST_LV_0300_20180327_000123	所謂以毒攻毒，我們就是用惡靈來剷除邪惡。{nl}我期待不需要咒術師的那天到來。	독은 독으로 없애고 사악한 것들은 악령으로 없애는 것이지요.{nl}우리 워록이 있을 필요가 없는 그날이 오기를 바라고 있습니다.				워록 마스터
QUEST_LV_0300_20180327_000124	真厲害，{nl}您乎了我的想像。{nl}	훌륭하군요.{nl}기대했던 것 이상이네요.{nl}				워록 마스터
QUEST_LV_0300_20180327_000125	從現在起，您將會踏上咒術師之路。{nl}請您一定要記住，如果不能凌駕於惡靈之上，就會被侵蝕..{nl}{nl}	당신은 이제부터 워록의 길로 들어서실 겁니다.{nl}꼭 기억해 두세요. 그들 위에 서지 않으면 잠식당하게 된다는 것을..{nl}{nl}				워록 마스터
QUEST_LV_0300_20180327_000126	妖術師大師	페더풋 마스터				
QUEST_LV_0300_20180327_000127	雖然不知道您是怎麼知道我們妖術師所使用的詛咒.. {nl}但所謂的詛咒，與其只相信自己的魔力來濫用，更重要的是慎密的計算。{nl}	우리 페더풋이 다루는 저주에 대해 어떻게 알고 오셨는지 모르겠지만.. {nl}저주란 건 자신의 마력만 믿고 남발하는 것 보단 치밀한 계산이 더 중요해요.{nl}				페더풋 마스터
QUEST_LV_0300_20180327_000128	如果您還是想學，我會傳授給您.. {nl}但是我擔心您是否承擔得起因為不謹慎所招致的災禍。	그래도 원하신다면 가르쳐드릴 테지만.. {nl}치밀하지 못한 저주가 불러올 화를 감당할 수 있을지, 그게 걱정이네요.				페더풋 마스터
QUEST_LV_0300_20180327_000129	我想您應該還不太了解咒術，這個咒術道具請您拿去吧。{nl}剛才已經說過，必須經過謹慎計算再下詛咒才能發揮良效。{nl}	아직 저주술에 대해 잘 모르실테니 이 주술도구를 가져가세요.{nl}아까도 말씀드렸지만 잘 계산해서 저주를 내려야 좋은 효과를 볼 수 있어요.{nl}				페더풋 마스터
QUEST_LV_0300_20180327_000130	至於有什麼得與失..{nl}請您使用這個咒術道具對怪物施展詛咒，並同時體驗看看。{nl}	무엇을 얻고 무엇을 잃는지..{nl}몬스터에게 이 주술도구로 저주를 걸어보면서 한 번 경험해 보세요.{nl}				페더풋 마스터
QUEST_LV_0300_20180327_000131	如果您能在這裡有所領悟，應該可以成為出色的妖術師。	여기서 무언가 깨닫는 게 있다면 훌륭한 페더풋이 될 수 있을 거예요.				페더풋 마스터
QUEST_LV_0300_20180327_000132	所謂的詛咒，與其只相信自己的魔力來濫用，更重要的是慎密的計算。{nl}請用咒術道具體驗妖術師所使用的魔法是怎麼一回事。	저주란 건 자신의 마력만 믿고 남발하는 것 보단 치밀한 계산이 더 중요해요.{nl}주술 도구로 페더풋이 쓰는 마법이 어떤 건지 경험해 보세요.				페더풋 마스터
QUEST_LV_0300_20180327_000133	現在您應該很清楚我們妖術師所使用的是怎樣的詛咒了吧。{nl}如果您因此而認為我們的詛咒和那柯堤斯魔君主的詛咒是相同的，那我就頭大了。{nl}	우리 페더풋이 다루는 저주가 어떤 것인지 이제 잘 아시겠지요.{nl}그렇다고 해서 나크티스 같은 마군주들의 저주와 같은 것이라고 치부하는 건 곤란해요.{nl}				페더풋 마스터
QUEST_LV_0300_20180327_000134	詛咒之箭只能對女神的敵人使用。{nl}這是我們妖術師最重要的準則，請您務必銘記在心。	저주의 화살은 오로지 여신의 적에게만 사용해야 하는 것.{nl}그것이 우리 페더풋들에게 있어 제일 중요한 지침이니 꼭 기억해 주세요.				페더풋 마스터
QUEST_LV_0300_20180327_000135	重砲手大師	캐노니어 마스터				
QUEST_LV_0300_20180327_000136	你居然想當重砲手，滿有眼光的嘛？{nl}	캐노니어를 지망하다니 보는 눈이 좀 있는데?{nl}				캐노니어 마스터
QUEST_LV_0300_20180327_000137	不管別人怎麼說，重砲手首重火力！{nl}但如果不能善加區別對空攻擊與對地攻擊，那只不過是半吊子罷了。{nl}對空中飛的敵人採用對空攻擊，對地上爬的敵人則用對地攻擊。你有點錯亂吧？{nl}	캐노니어는 누가 뭐래도 역시 화력이지!{nl}하지만 대공공격과 대지공격을 잘 구분하지 못한다면 반쪽짜리일 뿐이야.{nl}날아다니는 적은 대공. 기어다니는 적은 대지. 조금 헷갈리지?{nl}				캐노니어 마스터
QUEST_LV_0300_20180327_000138	可說必須先搞清楚這兩者的區別才能成為出色的重砲手。{nl}怎麼樣？ 你要學嗎？	이걸 먼저 잘 알아야 훌륭한 캐노니어가 될 수 있다고 할 수 있어.{nl}어때? 배워보겠어?				캐노니어 마스터
QUEST_LV_0300_20180327_000139	很好。{nl}那我就當做你已經把我所教的東西記下來囉..{nl}	좋아. {nl}그럼 내가 가르쳐주는 걸 잘 기억했다고 치고..{nl}				캐노니어 마스터
QUEST_LV_0300_20180327_000140	雖然區別的方法很多，但基本上在空中飛的怪物是飛行型。{nl}反之，在地上爬的是步行型。{nl}	이것저것 있지만 기본적으로 날아다니는 몬스터는 비행형이야.{nl}반대로 땅에서 움직이는 건 보행형이지.{nl}				캐노니어 마스터
QUEST_LV_0300_20180327_000141	你去對付那兩種怪物吧。{nl}因為了解敵人的如何行動，以及採取何種攻擊比較有效是很重要的學習。	그 두 종류의 몬스터를 모두 상대해봐.{nl}어떤 적이 어떻게 움직이고 어떤 공격이 효과적일지 알아두는 건 중요한 공부니까.				캐노니어 마스터
QUEST_LV_0300_20180327_000142	在空中飛的怪物是飛行型，在地上爬的是步行型。{nl}你去對付那兩種怪物吧。知道了嗎？	날아다니는 몬스터는 비행형, 땅에서 움직이는 몬스터는 보행형이야.{nl}그 두 종류의 몬스터를 모두 상대해봐. 알겠지?				캐노니어 마스터
QUEST_LV_0300_20180327_000143	厲害。{nl}不知道你有沒有學到什麼。{nl}	훌륭하군.{nl}공부는 좀 됐을까 잘 모르겠네.{nl}				캐노니어 마스터
QUEST_LV_0300_20180327_000144	那麼就當作理論已經告一段落，馬上來學習實際能力如何？{nl}重砲手的技能可不簡單，別分心好好跟著做。	그럼 이론은 끝났다고 생각하고 바로 실기를 배워볼까?{nl}캐노니어의 기술은 쉽지 않으니까 한 눈 팔지 말고 잘 따라와.				캐노니어 마스터
QUEST_LV_0300_20180327_000145	火槍手大師	머스킷티어 마스터				
QUEST_LV_0300_20180327_000146	火槍手所使用的當然是長槍啊。{nl}沒有任何敵人能抵擋熟練火槍手的猛烈排槍齊射。{nl}	머스킷티어라면 단연 장총 아니겠습니까.{nl}잘 숙련된 머스킷티어들이 퍼붓는 일제사격을 감당할 수 있는 적은 아무도 없지요.{nl}				머스킷티어 마스터
QUEST_LV_0300_20180327_000147	因此射擊術非常重要。{nl}讓敵人連靠近都無法靠近就把他解決掉，這才是射擊術的開始。	그렇기 때문에 사격술은 아주 중요합니다.{nl}적이 근처에도 오지도 못하게 끝장내 버리는 것이야 말로 사격술의 시작인 겁니다.				머스킷티어 마스터
QUEST_LV_0300_20180327_000148	射擊術的基礎就是取得射程。{nl}請在最大射程距離攻擊敵人。{nl}	사격술의 기본은 사거리 확보입니다.{nl}최대 사정거리에서 적을 공격해 보세요.{nl}				머스킷티어 마스터
QUEST_LV_0300_20180327_000149	並不是稍微拉開距離就好，而是盡量遠離敵人直到能攻擊的最長距離。{nl}我要視你能做得多好來給予評價。	거리를 조금 벌리는 정도가 아니라 당신이 공격할 수 있는 최대한 멀리 떨어지는 겁니다.{nl}얼마나 잘해낼 수 있는지 그걸로 평가하도록 하지요.				머스킷티어 마스터
QUEST_LV_0300_20180327_000150	並不是稍微拉開距離就好，請盡量遠離敵人，直到能攻擊的最長距離後再進行攻擊。{nl}如果你想成為火槍手，這點小事應該要辦到才行。	거리를 조금 벌리는 정도가 아니라 당신이 공격할 수 있는 최대한 멀리 떨어져서 공격하세요.{nl}머스킷티어를 지망하려면 그 정도는 해내야지요.				머스킷티어 마스터
